title,date,Fear,Optimism,Anger,Joy,Trust,Despair,Economic Security,Uncertainty,Fear for the future
Inflation is hitting LGBTQ+ Americans harder – smart employers can help,2022-06-19T10:00:05Z,1,0,0,0,0,0,1,1,1
Janet Yellen tells Congress US faces ‘unacceptable levels of inflation’,2022-06-07T17:42:55Z,1,0,0,0,0,0,0,1,1
UK economy’s stagnation increases chances of recession,2022-06-13T07:56:57Z,1,0,0,0,0,0,0,1,1
Fight against inflation raises spectre of global recession,2022-06-17T16:00:43Z,1,0,0,0,0,1,0,1,1
Elon Musk says ‘inevitable’ US recession will probably come soon,2022-06-21T15:50:19Z,1,0,0,0,0,0,0,1,1
Yellen says US recession not ‘inevitable’ but expects ‘economy to slow’ ,2022-06-19T17:33:45Z,1,0,0,0,0,0,0,1,1
Stock markets plunge again as flurry of interest rate hikes fuels recession fears,2022-06-17T04:49:02Z,1,0,0,0,0,0,0,1,1
Jeremy Corbyn unites with direct action group Just Stop Oil,2022-06-16T09:00:03Z,1,1,1,0,0,0,0,1,1
Climate justice groups join British rail strike picket lines,2022-06-23T12:06:40Z,0,1,1,0,0,0,0,1,1
Mike George obituary,2022-06-27T16:48:10Z,0,1,0,0,0,1,0,1,1
Perverters of justice: the police officers sanctioned for misconduct,2022-06-01T17:25:07Z,1,0,1,0,0,1,0,1,1
"Journalist conviction in Zimbabwe a ‘travesty of justice’, say campaigners",2022-06-14T15:58:29Z,1,0,1,0,0,0,0,1,1
Republican brandishes private arsenal in House hearing on gun reform,2022-06-02T19:43:25Z,1,0,1,0,0,1,0,1,1
Boris Johnson’s former anti-corruption tsar calls for urgent lobbying reform,2022-06-12T12:00:48Z,0,0,1,0,0,0,0,1,1
‘We are destroying our future’: New Yorkers join gun reform protests,2022-06-11T20:28:10Z,1,0,1,0,0,1,0,1,1
High-stakes California races will decide LA mayor and San Francisco recall ,2022-06-07T23:01:09Z,1,0,1,0,0,0,0,1,1
"Scotland’s gender recognition reform is a ‘recipe for bad law’, say campaigners",2022-06-01T08:51:34Z,1,0,0,0,0,0,0,1,1
Earthly Order: ‘mercurial professor’ with urgent ideas on climate change,2022-06-30T06:06:31Z,1,1,0,0,0,0,0,1,1
New Zealand farmers propose paying for emissions to tackle climate change,2022-06-07T23:47:44Z,1,0,1,0,0,0,0,1,1
Octopus Energy’s Greg Jackson: ‘Climate change is no longer this vague thing’,2022-06-11T15:00:22Z,1,1,1,0,0,0,0,1,1
"Climate change role clear in many extreme events but social factors also key, study finds",2022-06-28T07:00:09Z,1,0,0,0,0,0,0,1,1
"For 50 years, governments have failed to act on climate change. No more excuses | Christiana Figueres et al",2022-06-02T08:00:33Z,1,1,1,0,0,1,0,1,1
National Grid will pay households to shift electricity use to avoid blackouts,2022-06-27T15:36:10Z,1,1,0,0,0,0,1,1,1
Foetus fronts legal challenge over emissions in South Korea,2022-06-24T10:21:03Z,1,0,1,0,0,0,0,1,1
Chris Bowen to announce review of carbon credits system after expert labelled it a ‘fraud’,2022-06-29T08:19:19Z,0,0,1,0,0,0,0,1,1
Emissions warning: calls to stop ‘skyrocketing’ land clearing in NSW,2022-06-30T03:56:45Z,1,0,1,0,0,1,0,1,1
"Climate impact of food miles three times greater than previously believed, study finds",2022-06-20T17:30:15Z,0,0,0,0,0,0,0,1,1
The Undeclared War review – Enid Blyton could have written this cybersecurity drama,2022-06-30T21:00:52Z,1,1,0,0,0,1,0,1,0
Malaysian foreign minister says concerns remain about Aukus pact after meeting with Penny Wong,2022-06-28T10:02:33Z,1,0,0,0,0,0,0,1,1
Boris Johnson promises Ukraine UK-led troop training scheme on Kyiv visit,2022-06-17T15:57:58Z,0,1,1,0,1,0,0,1,1
"£98m wasted on failed upgrade of offender tagging system, say auditors",2022-06-07T23:01:06Z,0,0,1,0,0,1,0,1,1
Trump says Clinton lawyer acquittal fuels 2024 election ambitions,2022-06-02T11:36:23Z,1,0,1,0,0,0,0,1,1
Yellen says US recession not ‘inevitable’ but expects ‘economy to slow’ ,2022-06-19T17:33:45Z,1,0,0,0,0,0,0,1,1
"To avoid ‘historic shellacking’ in midterms, Biden is promoting a sunny view of US economy ",2022-06-04T08:00:32Z,1,1,0,0,0,1,0,1,1
Uber and Transport Workers’ Union strike agreement on gig economy employment standards,2022-06-28T10:10:53Z,0,1,0,0,1,0,1,1,0
Germany moves closer to gas rationing as Russia chokes supplies,2022-06-23T15:57:05Z,1,0,1,0,0,0,0,1,1
UK economy ‘running on empty’ as post-pandemic order books dry up,2022-06-23T10:20:43Z,1,0,0,0,0,1,0,1,1
Labor accuses Dutton of ‘rank politics’ after Coalition plan to buy US nuclear subs revealed,2022-06-09T06:26:18Z,0,0,1,0,0,0,0,1,1
Is the Conservative party the Woolworths of politics? | Brief letters,2022-06-12T17:25:29Z,0,0,1,0,0,1,0,1,1
Pomp and politics: Inside the 10 June Guardian Weekly,2022-06-08T08:00:17Z,1,0,0,0,0,0,0,1,1
Secret City: behind the untold gay history of DC politics,2022-06-09T07:02:12Z,1,1,1,1,0,0,0,1,1
City donations worth £15m raise concerns over influence on UK politics,2022-06-06T21:30:07Z,0,0,1,0,0,0,0,1,1
"The US academic, the hero of the genocide, and the fake plot to topple Rwanda’s president",2022-06-21T09:15:32Z,1,0,1,0,1,0,0,1,1
Anthony Albanese to meet EU president– as it happened,2022-06-24T08:58:12Z,1,1,1,1,0,1,0,1,1
Gustavo Petro becomes Colombia’s first leftist president | First Thing,2022-06-20T10:20:46Z,1,1,0,1,0,0,0,1,1
QC to examine NUS president election in antisemitism inquiry ,2022-06-01T18:56:15Z,1,0,1,0,0,0,0,1,0
Gustavo Petro: first leftist president faces tough challenge in Colombia,2022-06-20T14:31:09Z,1,1,0,1,0,0,0,1,1
Could the US supreme court give state legislatures unchecked election powers? ,2022-07-07T14:00:09Z,1,0,1,0,0,0,0,1,1
How the movement to undermine election results is spreading in the US | The fight to vote,2022-07-29T10:00:05Z,1,0,0,0,0,0,0,1,1
Fox and friends confront billion-dollar US lawsuits over election fraud claims,2022-07-04T07:30:37Z,1,0,1,0,0,0,0,1,1
Papua New Guinea election: what’s at stake? ,2022-07-01T20:00:28Z,1,0,1,0,0,0,0,1,1
Transferable votes in an election? Surely that’s crazy | Letter,2022-07-14T17:00:49Z,0,0,1,0,0,0,0,1,0
Occupy Temple Trees: Sri Lankans revel in overrun presidential palace,2022-07-10T17:26:15Z,0,0,1,1,0,0,0,1,1
Sri Lanka opposition leader quits presidential run in bid to stymie Wickremesinghe,2022-07-19T06:04:32Z,0,0,1,0,0,1,0,1,1
Bipartisan Senate group reaches deal to reform Electoral Count Act,2022-07-20T20:47:50Z,1,1,1,0,1,0,0,1,1
It’s not just the far right that should worry us. It’s their ideas seeping into the mainstream | Kenan Malik,2022-07-03T06:00:07Z,1,0,1,0,0,0,0,1,1
We Are Russia review – portrait of the brave young activists aiming to oust Putin,2022-07-11T08:00:01Z,1,0,1,0,0,1,0,1,0
How the movement to undermine election results is spreading in the US | The fight to vote,2022-07-29T10:00:05Z,1,0,0,0,0,0,0,1,1
Murdoch told Kushner on election night that Arizona result was ‘not even close’,2022-07-28T05:00:40Z,0,0,1,0,0,0,0,1,1
Guardian Media Group records strongest financial results since 2008,2022-07-20T12:30:19Z,0,1,0,0,0,0,1,1,1
Tory leadership race: Kemi Badenoch eliminated as Rishi Sunak tops poll of MPs – as it happened,2022-07-19T17:17:16Z,0,0,1,0,0,1,0,1,1
Guardian Media Group plc (GMG) publishes 2021/22 statutory financial results,2022-07-20T12:36:23Z,0,1,0,1,1,0,1,0,0
Shinzo Abe assassination: Japanese head to polls in grief and disbelief,2022-07-09T13:05:35Z,1,0,1,0,0,1,0,1,1
Papua New Guinea to head to polls amid election violence fears,2022-07-01T19:00:24Z,1,0,0,0,0,0,0,1,1
What an embarrassment that debate was: Labour will be laughing all the way to the polls | Polly Toynbee,2022-07-17T21:09:20Z,0,0,1,0,0,1,0,1,1
Guardian Essential poll: Albanese’s approval wavering as honeymoon fades,2022-07-11T17:30:05Z,1,0,0,0,0,0,1,1,1
"Most Americans do not want Biden or Trump in 2024, poll finds",2022-07-28T12:45:14Z,0,0,0,0,0,0,0,1,1
US military kills Islamic State leader in Syria airstrike,2022-07-12T19:14:50Z,1,1,0,0,0,0,0,1,1
"China’s targeting of Australian military planes ‘aggressive and irresponsible’, US says",2022-07-28T02:35:05Z,1,0,1,0,0,0,0,1,1
"Risk of ‘conflict and strife’ in Europe over energy crisis, EU deputy warns",2022-07-08T11:28:17Z,1,0,1,0,0,0,0,1,1
Ukraine’s military plans to limit free movement to make conscription easier,2022-07-06T17:32:52Z,1,0,0,0,0,0,0,1,1
Country diary: An improbable blend of cocktail lounge and military dowdiness,2022-07-05T04:30:14Z,0,1,0,1,0,0,0,0,0
TikTok on defense after report on foreign access of US user data,2022-07-01T21:00:53Z,1,0,1,0,0,0,0,1,1
"Balancing a budget and a pandemic, Labor must reboot public expectations | Katharine Murphy",2022-07-15T20:00:48Z,1,0,1,0,0,0,0,1,1
Chelsea in talks over signing Napoli’s Koulibaly to fix defensive crisis,2022-07-12T14:08:39Z,0,1,0,0,0,0,0,1,0
Wagatha Christie: big-budget drama joins race to bring libel trial to screen,2022-07-31T07:22:31Z,0,0,1,0,0,0,0,1,0
Food experts’ tips on how to make the best of your budget,2022-07-09T11:00:05Z,1,0,0,0,0,0,0,1,1
US military kills Islamic State leader in Syria airstrike,2022-07-12T19:14:50Z,1,1,0,0,0,0,0,1,0
"China’s targeting of Australian military planes ‘aggressive and irresponsible’, US says",2022-07-28T02:35:05Z,1,0,1,0,0,0,0,1,1
Pearl Harbor water poisoning: US military families say they continue to fall ill,2022-07-02T09:30:41Z,1,0,1,0,0,1,0,1,1
Ukraine’s military plans to limit free movement to make conscription easier,2022-07-06T17:32:52Z,1,0,0,0,0,0,0,1,1
Country diary: An improbable blend of cocktail lounge and military dowdiness,2022-07-05T04:30:14Z,0,1,0,1,0,0,0,0,0
The Guardian view on nuclear warfare: dialogue or destruction | Editorial,2022-07-28T17:30:34Z,1,0,1,0,0,0,0,1,1
"Traditional British garden under threat from extreme heat, says RHS",2022-07-21T05:00:39Z,1,0,0,0,0,0,0,1,1
Time for the government to tell the truth about nuclear power | Letter,2022-07-21T17:00:13Z,0,0,1,0,0,1,0,1,1
UK government gives go-ahead to Sizewell C nuclear power plant,2022-07-20T15:40:13Z,1,1,1,0,0,0,1,1,1
Musk mocks Twitter’s lawsuit threat as company condemns ‘wrongful’ termination,2022-07-11T21:50:07Z,0,0,1,0,0,0,0,1,0
"Under the Skin review: US healthcare, racism and a terrible toll taken",2022-07-03T06:00:07Z,1,1,1,0,0,1,0,0,1
How US dollars put anti-abortion groups at the heart of Romanian healthcare,2022-07-22T06:00:04Z,1,0,1,0,0,1,0,1,1
Healthcare workers: how has UK mental healthcare fared since the lockdowns were lifted?,2022-07-25T13:26:21Z,0,0,0,0,0,1,0,1,1
"‘Free healthcare, bad Mexican food’: what life is really like for US expats in New Zealand",2022-07-01T19:00:24Z,1,1,0,0,0,0,0,1,1
People with depression ‘stagnating’ in UK healthcare system,2022-07-10T23:01:48Z,0,0,1,0,0,1,0,1,1
Public inquiry into UK Covid-19 response opens,2022-07-21T11:51:58Z,0,1,1,0,1,1,0,1,1
Covid-19 bereaved say inquiry must hold Boris Johnson to account ,2022-07-07T12:45:48Z,0,0,1,0,0,1,0,1,1
"Covid covid covid, everyone is getting covid covid covid | First Dog on the Moon",2022-07-04T06:25:27Z,1,0,0,0,0,0,0,1,1
AMA welcomes Albanese’s decision to extend Covid-19 pandemic leave payments after national cabinet meets,2022-07-16T10:25:43Z,1,1,1,0,0,0,0,1,1
Is the death of Covid-19 patient with Down’s syndrome proof of care rationing?,2022-07-10T06:00:27Z,1,0,1,0,0,1,0,1,1
Pandemic burnout: how Australians are navigating the current Covid wave,2022-07-24T17:30:13Z,1,0,1,0,0,0,0,1,1
Pushing Buttons: Is it game over for gaming’s pandemic boom?,2022-07-12T11:02:07Z,0,1,0,1,0,0,0,1,1
Anthony Albanese resists growing pressure to extend pandemic leave payments,2022-07-15T01:17:07Z,1,0,1,0,0,0,0,1,1
"Private UK care homes’ profit margins soared in pandemic, research finds",2022-07-24T06:15:02Z,0,0,1,0,0,1,0,1,1
PM extends pandemic leave payment; 77 Covid deaths – as it happened,2022-07-16T07:19:15Z,1,1,1,0,0,0,1,1,1
FDA authorizes protein-based Novavax Covid vaccine for adults,2022-07-13T22:38:22Z,0,1,0,0,1,0,0,1,1
"UK needs urgent vaccine drive to curb monkeypox, campaigners say",2022-07-24T16:16:28Z,1,0,1,0,0,0,0,1,1
UK scientists take ‘promising’ step towards single Covid and cold vaccine,2022-07-27T18:00:25Z,0,1,0,0,0,0,0,1,1
Covid vaccine figures lay bare global inequality as global target missed,2022-07-21T05:00:39Z,0,0,1,0,0,1,0,1,1
"UK orders more doses of monkeypox vaccine as cases pass 2,000",2022-07-19T17:42:17Z,1,0,0,0,0,0,0,1,0
Are heatwaves harmful to mental health?,2022-07-19T14:56:09Z,1,0,0,0,0,1,0,1,1
"Mindfulness in schools does not improve mental health, study finds ",2022-07-12T22:30:06Z,1,0,0,0,0,0,0,1,1
TalkTV apologises to mental health charity over ‘plain wrong’ claims,2022-07-02T11:36:43Z,0,0,1,0,0,0,0,1,0
Teacher sick days soar as poor conditions take toll on mental health,2022-07-31T08:00:50Z,1,0,1,0,0,1,0,1,1
Hongkongers who fled to UK criticise lack of mental health support,2022-07-05T10:56:41Z,1,0,1,0,0,1,0,1,1
Dashboard of decline: seven charts that explain Britain’s economic crisis,2022-07-02T15:03:07Z,1,0,0,0,0,1,0,1,1
China’s economic growth slumps sharply after Covid lockdowns,2022-07-15T12:34:12Z,1,0,0,0,0,1,0,1,1
Mortgage strikes threaten China’s economic and political stability,2022-07-19T05:00:32Z,1,0,1,0,0,1,0,1,1
"Economics made simple: 10 experts on where the cost of living crisis came from, and where it’s heading",2022-07-16T14:00:10Z,1,0,1,0,0,0,0,1,1
Wickremesinghe’s election as Sri Lankan PM could have severe consequences,2022-07-21T12:37:02Z,1,0,1,0,0,1,0,1,1
London stock market listing of up to £45bn looms as GSK investors vote for demerger,2022-07-06T17:16:44Z,0,1,1,0,0,0,0,1,1
European stock markets tumble on rising fears of recession,2022-07-05T15:59:50Z,1,0,0,0,0,0,0,1,1
McEnroe review – tennis’s original bad boy takes stock,2022-07-13T10:00:21Z,0,0,1,1,0,0,0,1,0
Our energy market is anti-competitive | Letters ,2022-07-31T15:51:57Z,0,0,1,0,0,1,0,1,1
Taking stock: how has 10 years of Airbnb changed Australia?,2022-07-29T20:00:06Z,1,0,1,0,0,1,0,1,1
Turkey hit with soaring prices as inflation nears 80% ,2022-07-04T12:45:28Z,1,0,1,0,0,1,0,1,1
Lloyds lays bare impact of soaring inflation on everyday customers,2022-07-27T14:35:57Z,1,0,0,0,0,0,0,1,1
Jim Chalmers to cut economic growth estimates amid inflation ‘headwinds’,2022-07-27T17:30:26Z,1,0,0,0,0,0,0,1,1
"Benefit deductions should be stopped until inflation falls, say MPs ",2022-07-26T23:01:02Z,1,0,1,0,0,1,0,1,1
UK living standards fall at record rate as inflation soars,2022-07-19T08:21:57Z,1,0,1,0,0,1,0,1,1
IMF says global economy is edging towards recession,2022-07-26T15:10:51Z,1,0,0,0,0,1,0,1,1
European stock markets tumble on rising fears of recession,2022-07-05T15:59:50Z,1,0,0,0,0,0,0,1,1
Republicans rush to label economic slowdown as ‘Joe Biden’s recession’,2022-07-28T21:14:16Z,1,0,1,0,0,0,0,1,1
"US economy shrinks in second quarter, signaling unofficial start of recession",2022-07-28T12:33:45Z,1,0,0,0,0,0,0,1,1
"Global recession risk rising as economic outlook ‘darkens significantly’, IMF says",2022-07-14T03:29:49Z,1,0,0,0,0,1,0,1,1
"‘No clarity, no justice’: mother of murdered Mexican photojournalist seeks answers",2022-07-10T11:10:33Z,1,0,1,0,0,1,0,1,1
Ukraine calls for international tribunal to bring Putin to justice more quickly,2022-07-21T18:31:05Z,0,1,1,0,0,0,0,1,1
"The ‘Thomas court’: after biding his time, rightwing justice finds his power",2022-07-10T06:00:28Z,1,0,1,0,0,0,0,1,1
Justice finally arrives for Bernard Collaery but damage already done | Christopher Knaus,2022-07-07T07:13:21Z,0,0,1,0,0,1,0,1,1
TechScape: What should social media giants do to protect children?,2022-07-27T10:45:16Z,1,0,1,0,0,0,0,1,1
Pulp to reform (again) for 2023 concerts,2022-07-26T16:56:47Z,0,1,0,1,0,0,0,1,0
Bipartisan Senate group reaches deal to reform Electoral Count Act,2022-07-20T20:47:50Z,1,1,1,0,0,0,0,1,1
Dismay as UK gambling reform white paper shelved for fourth time,2022-07-14T15:37:25Z,0,0,1,0,0,1,0,1,1
"Workplace reform to proceed even without consensus at jobs summit, Tony Burke says",2022-07-20T23:30:32Z,0,1,1,0,0,0,1,1,0
‘Worse than we thought’: Labor says urgent reform needed to fix aged care crisis,2022-07-06T17:30:26Z,1,0,1,0,0,1,0,1,1
Kew Gardens secures a multimillion-pound climate change investment ,2022-07-27T05:01:09Z,0,1,0,0,0,0,1,0,1
Pacific leaders welcome Australia’s ‘renewed commitment’ to climate change,2022-07-14T21:09:25Z,0,1,1,1,1,0,0,1,1
‘Change is possible’: meet the Gen-Zers who embrace climate optimism ,2022-07-15T07:00:32Z,0,1,1,1,0,1,0,0,1
Grassroots push to include climate change in Labor’s revamp of national conservation laws,2022-07-22T20:00:20Z,1,0,1,0,0,1,0,1,1
Leading environment group says Labor must include ratchet mechanism in climate change bill,2022-07-20T22:31:32Z,0,1,0,0,0,0,0,1,1
Bangladesh is paying a high price for developed world’s carbon emissions | Letter,2022-07-10T16:20:11Z,1,0,1,0,0,1,0,0,1
Australia’s farcical climate policy: market forces to cut emissions and subsidies to destroy carbon sinks | Richard Denniss,2022-07-12T17:30:04Z,0,0,1,0,0,1,0,1,1
Ireland targets 25% cut in agriculture emissions but farmers voice anger,2022-07-29T13:08:03Z,1,0,1,0,0,1,1,1,1
Amazon: e-cargo bikes to replace thousands of van deliveries in London,2022-07-03T23:01:27Z,0,1,0,0,1,0,1,0,0
Energy use from US cryptomining firms is contributing to rising utility bills,2022-07-16T10:00:05Z,1,0,1,0,0,0,0,1,1
UK cybersecurity chiefs back plan to scan phones for child abuse images,2022-07-21T00:00:33Z,1,1,1,0,0,0,0,1,0
‘Some staff work behind armoured glass’: a cybersecurity expert on The Undeclared War,2022-07-07T16:00:11Z,1,1,0,0,0,0,0,1,1
"Apple should scan iPhones for child abuse images, says scanning technology inventor",2022-07-31T13:00:04Z,1,0,1,0,0,0,0,1,1
‘Lives are at stake’: hacking of US hospitals highlights deadly risk of ransomware,2022-07-14T10:00:54Z,1,0,1,0,0,1,0,1,1
TechScape: What should social media giants do to protect children?,2022-07-27T10:45:16Z,1,0,1,0,0,0,0,1,1
"US economy shrinks in second quarter, signaling unofficial start of recession",2022-07-28T12:33:45Z,1,0,0,0,0,0,0,1,1
How strong is the US economy? Depends on which party you ask,2022-07-30T09:00:21Z,1,0,0,0,0,0,0,1,1
Thursday briefing: What the end of the McDonald’s 99p cheeseburger tells us about the economy,2022-07-28T05:28:57Z,1,0,0,0,0,0,0,1,1
IMF says global economy is edging towards recession,2022-07-26T15:10:51Z,1,0,0,0,0,1,0,1,1
Apple surpasses expectations as tech companies struggle in slow economy,2022-07-28T21:26:16Z,0,1,0,0,0,0,0,1,1
Body politics: the secret history of the US anti-abortion movement | Sarah Churchwell,2022-07-23T08:00:33Z,1,0,1,0,0,1,0,1,1
Party politics won’t solve the climate crisis | Letters,2022-07-24T05:00:03Z,1,0,1,0,0,1,0,1,1
Sunak’s interruptions ignite debate over ‘mansplaining’ in politics ,2022-07-26T18:46:59Z,0,0,1,0,0,0,0,1,0
We ignore moods in politics at our peril | Letters,2022-07-25T17:42:37Z,1,0,0,0,0,0,0,1,1
US faces new era of political violence as threats against lawmakers rise,2022-07-31T13:17:43Z,1,0,1,0,0,0,0,1,1
High Noon at 70: the politically loaded anti-western adored by US presidents,2022-07-24T06:06:02Z,1,0,1,0,0,1,0,1,0
Sri Lanka: president agrees to resign amid unrest,2022-07-09T17:11:45Z,0,0,1,1,0,1,0,1,1
Sri Lankan president Gotabaya Rajapaksa flees the country,2022-07-12T21:49:30Z,1,0,1,0,0,1,0,1,1
Sri Lanka president vote: Ranil Wickremesinghe wins amid protests,2022-07-20T15:49:45Z,1,0,1,0,0,1,0,1,1
Daughter demands postmortem after death of Angola’s former president,2022-07-08T14:55:51Z,1,0,1,0,0,0,0,1,1
Italian election 2022:  live official results,2022-09-26T08:11:55Z,0,0,0,0,0,0,0,1,0
Republicans unveil 90s-throwback midterm election agenda,2022-09-23T17:40:28Z,1,1,1,0,0,0,1,1,1
Bannon is not finished: his ‘precinct strategy’ could alter US elections for years,2022-09-10T06:30:00Z,1,0,1,0,0,0,0,1,1
Italian rightwing coalition makes final push before election,2022-09-23T14:01:31Z,0,1,1,0,1,0,0,1,0
Donald Trump says he plans to pardon US Capitol attack participants if elected,2022-09-01T21:20:33Z,0,0,1,0,0,0,0,1,1
Kenya’s supreme court upholds William Ruto’s win in presidential election,2022-09-05T13:06:46Z,0,1,1,1,0,0,0,1,1
Italian election 2022:  live official results,2022-09-26T08:11:55Z,0,0,0,0,0,0,0,1,0
Republicans unveil 90s-throwback midterm election agenda,2022-09-23T17:40:28Z,1,0,1,0,0,0,1,1,1
Italian rightwing coalition makes final push before election,2022-09-23T14:01:31Z,0,1,1,0,1,0,1,1,1
"‘Olê, olá, Lula!’ Brazil’s voters sing for a heroic comeback to banish Bolsonaro",2022-09-18T13:00:14Z,1,1,1,1,1,1,0,1,1
Italian election 2022:  live official results,2022-09-26T08:11:55Z,0,0,0,0,0,0,0,1,0
Italy: Salvini faces calls to quit as League chief after dismal election results,2022-09-27T17:39:25Z,0,0,1,0,0,1,0,1,0
Swedish election: far right makes gains but overall result on knife-edge,2022-09-12T08:46:46Z,1,0,1,0,0,0,0,1,1
How Truss beat Sunak: round by round Tory leadership results,2022-09-05T11:46:24Z,0,0,0,0,0,0,0,1,0
Republicans won’t commit to honoring vote results this fall. That’s troubling | Robert Reich,2022-09-22T10:16:55Z,1,0,1,0,0,1,0,1,1
Labour membership rises as party ends conference buoyed by polls,2022-09-28T17:49:15Z,0,1,1,0,0,0,0,1,1
"The more Tory voters see of Liz Truss, the less they like her, polls show",2022-09-03T19:00:25Z,0,0,0,0,0,0,0,1,1
Italy elections: Giorgia Meloni hails ‘night of pride’ as exit polls point to far-right coalition victory,2022-09-26T03:15:20Z,1,1,0,1,0,1,0,1,1
Polling shows that US voters favor climate bills – yet assume fellow Americans don’t | Adrienne Matei,2022-09-01T10:15:03Z,1,1,0,0,0,0,0,1,1
Swiss to vote in national poll on banning factory farming,2022-09-23T05:30:26Z,0,0,0,0,0,0,1,1,1
The Cancer Conflict review – poignant documentary on alternative cancer therapies,2022-09-13T10:00:28Z,1,0,0,0,0,1,0,1,1
"‘I will defend the country’: while some Russians flee draft, others head to war",2022-09-29T16:01:38Z,1,0,1,0,0,1,0,1,1
How cycling has put us on the road to conflict | Letters,2022-09-02T15:44:00Z,1,0,1,0,0,0,0,1,0
Turtle concern: Australian businessman denies threatening to sell Conflict Islands to China,2022-09-25T01:00:19Z,1,0,0,0,0,0,0,1,1
The Inspection review – military drama mixes queerness with convention,2022-09-09T17:55:57Z,0,1,0,0,0,1,0,1,0
Nasa successfully crashes spacecraft into asteroid in planetary defense test,2022-09-27T01:14:39Z,0,1,0,1,1,0,0,1,1
JD Vance playing defense in unexpectedly close Ohio Senate race ,2022-09-25T07:00:27Z,1,0,0,0,0,0,0,1,1
Nasa releases images of ‘planetary defense test’ as spacecraft crashed into asteroid,2022-09-29T17:05:43Z,0,1,0,1,0,0,0,1,1
Tory backbenchers despair at ‘toxic’ mini-budget,2022-09-23T15:35:40Z,0,0,1,0,0,1,0,1,1
Was the mini-budget a cunning Tory plan? | Letter,2022-09-27T15:41:22Z,1,0,0,0,0,0,0,1,1
The Inspection review – military drama mixes queerness with convention,2022-09-09T17:55:57Z,1,1,0,0,0,1,0,1,0
"David Squires on … Premier League tributes, queues and military hardware",2022-09-20T10:03:48Z,0,0,0,0,0,0,0,0,0
Russia’s underperforming military capability may be key to its downfall,2022-09-18T08:00:09Z,1,0,0,0,0,1,0,1,1
 ‘It’s a huge honour’: military rehearses for Queen’s funeral procession,2022-09-13T10:54:14Z,0,0,0,1,1,1,0,1,0
The Guardian view on Putin’s military escalation: a failing strategy | Editorial,2022-09-21T17:46:18Z,1,0,1,0,0,1,0,1,1
Putin’s nuclear threat shows a desperate man out of options | Simon Jenkins,2022-09-23T07:00:28Z,1,0,1,0,0,1,0,1,1
"The nuclear threat might change the mood in Russia itself, stoking widespread fear | Peter Pomerantsev",2022-09-25T08:00:28Z,1,0,1,0,0,1,0,1,1
Richard Marles condemns Russia’s ‘appalling’ nuclear threat and pledges long-term Ukraine support,2022-09-25T02:49:56Z,1,0,1,0,0,0,0,1,1
"Morning mail: leaders condemn Putin’s nuclear threat, basin plan in peril, mass whale stranding",2022-09-21T21:00:53Z,1,0,1,0,0,0,0,1,1
Biden denounces Putin’s nuclear threats as ‘reckless’ in UN address,2022-09-21T18:17:09Z,1,0,1,0,0,0,0,1,1
"UK visa delays ‘causing rent, employment and healthcare issues’",2022-09-30T13:01:53Z,1,0,1,0,0,1,0,1,1
Food as medicine: could prescribing fruit and vegetables become part of healthcare?,2022-09-18T17:30:19Z,1,1,1,0,0,1,0,1,1
"There is no ‘magic wand’ for Australia’s healthcare system, but we desperately need a rethink | Ranjana Srivastava",2022-09-13T17:30:44Z,0,0,1,0,0,1,0,1,1
Millions of UK patients forced to go private amid record NHS waiting lists,2022-09-11T13:21:43Z,1,0,1,0,0,1,0,1,1
"Videos on healthy eating can help obese children lose weight, study finds",2022-09-15T22:00:08Z,0,1,0,0,1,0,0,0,0
UK is only G7 country with smaller economy than before Covid-19,2022-09-30T10:33:10Z,1,0,0,0,0,1,0,1,1
She thought Covid-19 was the worst thing to happen to her schools. Then the fire came,2022-09-05T06:00:09Z,1,1,0,0,0,0,0,1,1
Queen Elizabeth’s funeral will be held on Monday 19 September,2022-09-10T16:00:06Z,0,0,0,0,0,1,0,1,0
Can you solve it? Maths of a hypothetical new Covid variant,2022-09-19T06:18:45Z,1,0,0,0,0,0,0,1,1
Royal Mail staff announce further 19 strikes over next two months,2022-09-27T20:08:32Z,0,0,1,0,0,1,0,1,1
Tell us your experiences of burnout following the pandemic,2022-09-21T13:38:15Z,0,0,0,0,0,1,0,1,1
"End of Covid pandemic ‘in sight’, says World Health Organization",2022-09-14T19:00:45Z,0,1,0,0,0,0,0,1,1
Clairo review – introspective pandemic-made pop bursts out into the open,2022-09-30T11:24:40Z,1,1,0,1,0,0,0,0,0
Biden’s claim that Covid pandemic is over sparks debate over future,2022-09-24T19:33:49Z,1,0,0,0,0,0,0,1,1
UK’s small firms founded during pandemic face grim outlook as recession looms,2022-09-17T13:00:02Z,1,0,0,0,0,1,0,1,1
UK approves second Covid vaccine targeting Omicron variant,2022-09-03T11:48:54Z,0,1,0,0,1,0,0,0,0
"Monkeypox vaccine second doses available for most at risk, says UKHSA",2022-09-23T21:09:10Z,0,1,0,0,1,0,0,1,0
"Covid vaccine could soon become annual shot, White House advisers say",2022-09-07T13:08:13Z,1,1,0,0,0,0,0,1,1
New malaria vaccine comes a step closer as experts say it’s ‘the best yet’ ,2022-09-07T22:30:17Z,1,1,1,0,0,0,0,1,1
Thousands of children at risk as vaccination rates fall in England,2022-09-29T18:20:36Z,1,0,0,0,0,1,0,1,1
"Little evidence screaming helps mental health, say psychologists",2022-09-23T16:41:08Z,0,0,0,0,0,0,0,1,0
