title,date,Fear,Optimism,Anger,Joy,Trust,Despair,Economic Security,Uncertainty,Fear for the future,sp500_close_today,sp500_close_next_day,sp500_close_next_week,Next_Day_Change,Next_Week_Change,Next_Day_Status,Next_Week_Status
Royal Mail staff announce further 19 strikes over next two months,2022-09-27,0,0,1,0,0,1,0,1,1,[3647.29003906],[3719.04003906],[3790.92993164],[71.75],[143.63989258],עלייה,עלייה
Tell us your experiences of burnout following the pandemic,2022-09-21,0,0,0,0,0,1,0,1,1,[3789.92993164],[3757.98999023],[3719.04003906],[-31.93994141],[-70.88989258],ירידה,ירידה
"End of Covid pandemic ‘in sight’, says World Health Organization",2022-09-14,0,1,0,0,0,0,0,1,1,[3946.01000977],[3901.35009766],[3789.92993164],[-44.65991211],[-156.08007812],ירידה,ירידה
Clairo review – introspective pandemic-made pop bursts out into the open,2022-09-30,1,1,0,1,0,0,0,0,0,[3585.62011719],,[3639.65991211],,[54.03979492],ללא שינוי,עלייה
Biden’s claim that Covid pandemic is over sparks debate over future,2022-09-24,1,0,0,0,0,0,0,1,1,,,,,,ללא שינוי,ללא שינוי
UK’s small firms founded during pandemic face grim outlook as recession looms,2022-09-17,1,0,0,0,0,1,0,1,1,,,,,,ללא שינוי,ללא שינוי
UK approves second Covid vaccine targeting Omicron variant,2022-09-03,0,1,0,0,1,0,0,0,0,,,,,,ללא שינוי,ללא שינוי
"Monkeypox vaccine second doses available for most at risk, says UKHSA",2022-09-23,0,1,0,0,1,0,0,1,0,[3693.22998047],,[3585.62011719],,[-107.60986328],ללא שינוי,ירידה
"Covid vaccine could soon become annual shot, White House advisers say",2022-09-07,1,1,0,0,0,0,0,1,1,[3979.87011719],[4006.17993164],[3946.01000977],[26.30981445],[-33.86010742],עלייה,ירידה
New malaria vaccine comes a step closer as experts say it’s ‘the best yet’ ,2022-09-07,1,1,1,0,0,0,0,1,1,[3979.87011719],[4006.17993164],[3946.01000977],[26.30981445],[-33.86010742],עלייה,ירידה
Thousands of children at risk as vaccination rates fall in England,2022-09-29,1,0,0,0,0,1,0,1,1,[3640.4699707],[3585.62011719],[3744.52001953],[-54.84985352],[104.05004883],ירידה,עלייה
"Little evidence screaming helps mental health, say psychologists",2022-09-23,0,0,0,0,0,0,0,1,0,[3693.22998047],,[3585.62011719],,[-107.60986328],ללא שינוי,ירידה
The link between mental health and social conditions | Letters,2022-09-08,0,0,1,0,0,1,0,1,1,[4006.17993164],[4067.36010742],[3901.35009766],[61.18017578],[-104.82983398],עלייה,ירידה
"Botox patients should undergo mental health screening, experts say",2022-09-15,1,0,1,0,0,1,0,1,0,[3901.35009766],[3873.33007812],[3757.98999023],[-28.02001953],[-143.36010742],ירידה,ירידה
NHS mental health hospital staff filmed ‘mocking and slapping’ patients,2022-09-28,1,0,1,0,0,1,0,1,1,[3719.04003906],[3640.4699707],[3783.2800293],[-78.57006836],[64.23999023],ירידה,עלייה
‘Role overload’: the mental health burden of being a woman,2022-09-16,0,0,1,0,0,1,0,1,1,[3873.33007812],,[3693.22998047],,[-180.10009766],ללא שינוי,ירידה
UK economic growth remains tepid despite sizzling temperatures,2022-09-12,1,0,0,0,0,0,0,1,1,[4110.41015625],[3932.68994141],[3899.88989258],[-177.72021484],[-210.52026367],ירידה,ירידה
Labour’s low-carbon plans look like sensible economic policy,2022-09-27,1,1,0,0,0,0,1,1,1,[3647.29003906],[3719.04003906],[3790.92993164],[71.75],[143.63989258],עלייה,עלייה
Kwarteng tells City bosses his economic plan ‘will work’,2022-09-27,1,0,0,0,0,0,0,1,1,[3647.29003906],[3719.04003906],[3790.92993164],[71.75],[143.63989258],עלייה,עלייה
History suggests Kwarteng’s gargantuan economic gamble won’t end well,2022-09-23,1,0,0,0,0,0,0,1,1,[3693.22998047],,[3585.62011719],,[-107.60986328],ללא שינוי,ירידה
India is quietly laying claim to economic superpower status,2022-09-12,0,1,0,0,0,0,1,1,1,[4110.41015625],[3932.68994141],[3899.88989258],[-177.72021484],[-210.52026367],ירידה,ירידה
Porsche shares rise on first trading day in €75bn stock market float,2022-09-29,0,1,0,0,1,0,1,0,0,[3640.4699707],[3585.62011719],[3744.52001953],[-54.84985352],[104.05004883],ירידה,עלייה
Balakliia residents take stock after Ukraine recaptures frontline town,2022-09-13,1,0,0,0,0,0,0,1,1,[3932.68994141],[3946.01000977],[3855.92993164],[13.32006836],[-76.76000977],עלייה,ירידה
Porsche IPO could raise up to €75bn for parent Volkswagen,2022-09-19,0,1,0,0,0,0,1,1,0,[3899.88989258],[3855.92993164],[3655.04003906],[-43.95996094],[-244.84985352],ירידה,ירידה
UK mortgages: ‘next 10 days crucial’ in how much rates rise,2022-09-27,1,0,0,0,0,0,0,1,1,[3647.29003906],[3719.04003906],[3790.92993164],[71.75],[143.63989258],עלייה,עלייה
Church of England’s homophobic cruelty risks making it a laughing stock | Letters,2022-09-25,0,0,1,0,0,1,0,1,1,,[3655.04003906],,,,ללא שינוי,ללא שינוי
Morrisons profits plunge 50% after ‘unprecedented’ inflation,2022-09-28,1,0,0,0,0,1,0,1,1,[3719.04003906],[3640.4699707],[3783.2800293],[-78.57006836],[64.23999023],ירידה,עלייה
Federal Reserve warns of ‘pain’ ahead as inflation surges ,2022-09-21,1,0,0,0,0,0,0,1,1,[3789.92993164],[3757.98999023],[3719.04003906],[-31.93994141],[-70.88989258],ירידה,ירידה
Dow Jones plunges amid news of US inflation rates,2022-09-13,1,0,0,0,0,0,0,1,1,[3932.68994141],[3946.01000977],[3855.92993164],[13.32006836],[-76.76000977],עלייה,ירידה
UK inflation falls to 9.9% after drop in petrol prices,2022-09-14,1,0,0,0,0,0,0,1,1,[3946.01000977],[3901.35009766],[3789.92993164],[-44.65991211],[-156.08007812],ירידה,ירידה
Aldi becomes fourth largest supermarket as grocery inflation hits 12.4%,2022-09-13,1,0,0,0,0,0,0,1,1,[3932.68994141],[3946.01000977],[3855.92993164],[13.32006836],[-76.76000977],עלייה,ירידה
UK construction industry shrinks as recession looms ,2022-09-06,1,0,0,0,0,0,0,1,1,[3908.18994141],[3979.87011719],[3932.68994141],[71.68017578],[24.5],עלייה,עלייה
Recession fears shake Germany as energy costs hit business,2022-09-19,1,0,1,0,0,1,0,1,1,[3899.88989258],[3855.92993164],[3655.04003906],[-43.95996094],[-244.84985352],ירידה,ירידה
"Liz Truss’s energy price freeze could soften UK recession, say economists",2022-09-06,1,1,0,0,0,0,0,1,1,[3908.18994141],[3979.87011719],[3932.68994141],[71.68017578],[24.5],עלייה,עלייה
"Leading economies sliding into recession as Ukraine war cuts growth, OECD finds",2022-09-26,1,0,0,0,0,1,0,1,1,[3655.04003906],[3647.29003906],[3678.42993164],[-7.75],[23.38989258],ירידה,עלייה
Unprecedented events creating ‘extremely severe’ risk of global recession – economist Adam Tooze,2022-09-23,1,1,0,0,0,1,0,1,1,[3693.22998047],,[3585.62011719],,[-107.60986328],ללא שינוי,ירידה
Democrats call for justice department to investigate migrant flights,2022-09-23,1,0,1,0,0,0,0,1,0,[3693.22998047],,[3585.62011719],,[-107.60986328],ללא שינוי,ירידה
Dalian Atkinson’s family condemns justice system for six-year delay,2022-09-28,0,0,1,0,0,1,0,1,1,[3719.04003906],[3640.4699707],[3783.2800293],[-78.57006836],[64.23999023],ירידה,עלייה
Justice department appeals special master ruling for Trump documents,2022-09-09,0,0,1,0,0,0,0,1,1,[4067.36010742],,[3873.33007812],,[-194.0300293],ללא שינוי,ירידה
Thousands call for ‘climate reparations and justice’ in global protests,2022-09-23,1,0,1,0,0,1,0,1,1,[3693.22998047],,[3585.62011719],,[-107.60986328],ללא שינוי,ירידה
Liz Truss’s justice secretary urged to meet striking criminal barristers,2022-09-06,0,0,1,0,0,1,0,1,1,[3908.18994141],[3979.87011719],[3932.68994141],[71.68017578],[24.5],עלייה,עלייה
Labour must be the party of electoral reform | Letters,2022-09-29,0,1,1,0,0,0,0,1,0,[3640.4699707],[3585.62011719],[3744.52001953],[-54.84985352],[104.05004883],ירידה,עלייה
Why is Labour ignoring its own members on electoral reform? | Polly Toynbee,2022-09-30,1,0,1,0,0,1,0,1,1,[3585.62011719],,[3639.65991211],,[54.03979492],ללא שינוי,עלייה
New Met police chief snubs head of National Black Police Association,2022-09-25,0,0,1,0,0,1,0,1,1,,[3655.04003906],,,,ללא שינוי,ללא שינוי
"Without radical tax reform, Australia faces an insoluble public finance problem | Satyajit Das",2022-09-25,1,0,0,0,0,1,0,1,1,,[3655.04003906],,,,ללא שינוי,ללא שינוי
"Ukraine needs ‘radical’ reform to sustain war effort, warn economists",2022-09-09,1,0,0,0,0,1,0,1,1,[4067.36010742],,[3873.33007812],,[-194.0300293],ללא שינוי,ירידה
Climate change is GREAT for termites! Wait what is this? | First Dog on the Moon,2022-09-26,1,0,0,0,0,0,0,1,1,[3655.04003906],[3647.29003906],[3678.42993164],[-7.75],[23.38989258],ירידה,עלייה
Australian parliament passes first climate change legislation in a decade,2022-09-08,0,1,1,0,0,0,0,1,1,[4006.17993164],[4067.36010742],[3901.35009766],[61.18017578],[-104.82983398],עלייה,ירידה
"US flood maps outdated thanks to climate change, Fema director says",2022-09-04,1,0,0,0,0,0,0,1,1,,,,,,ללא שינוי,ללא שינוי
Labor overhauls Climate Change Authority to counter concerns of excessive business influence,2022-09-13,0,1,1,0,0,0,0,1,1,[3932.68994141],[3946.01000977],[3855.92993164],[13.32006836],[-76.76000977],עלייה,ירידה
"More Australians worried about climate change than ever before, but conservatives less so",2022-09-02,1,0,1,0,0,0,0,1,1,[3924.26000977],,[4067.36010742],,[143.10009766],ללא שינוי,עלייה
"Carbon capture is not a solution to net zero emissions plans, report says",2022-09-01,1,0,0,0,0,1,0,1,1,[3966.85009766],[3924.26000977],[4006.17993164],[-42.59008789],[39.32983398],ירידה,עלייה
Jacob Rees-Mogg: the fossil fuel fan in charge of cutting UK carbon emissions,2022-09-07,0,0,1,0,0,0,0,1,0,[3979.87011719],[4006.17993164],[3946.01000977],[26.30981445],[-33.86010742],עלייה,ירידה
NSW becomes first state to treat carbon dioxide as pollutant to ensure industries cut emissions,2022-09-08,1,1,0,0,0,0,0,1,1,[4006.17993164],[4067.36010742],[3901.35009766],[61.18017578],[-104.82983398],עלייה,ירידה
"Free carbon credits could threaten Australia’s emission reduction targets, Labor’s advisers warn",2022-09-18,1,0,1,0,0,0,0,1,1,,[3899.88989258],,,,ללא שינוי,ללא שינוי
"Energy bills may rise if government gives Drax more support, say MPs",2022-09-20,1,0,1,0,0,0,0,1,1,[3855.92993164],[3789.92993164],[3647.29003906],[-66.],[-208.63989258],ירידה,ירידה
Uber responding to ‘cybersecurity incident’ after hack,2022-09-16,1,0,0,0,0,0,0,1,1,[3873.33007812],,[3693.22998047],,[-180.10009766],ללא שינוי,ירידה
Government flags new cybersecurity laws and increase in fines after Optus breach,2022-09-26,1,0,1,0,0,0,0,1,1,[3655.04003906],[3647.29003906],[3678.42993164],[-7.75],[23.38989258],ירידה,עלייה
Optus data breach: cybersecurity reforms expected to enable companies to rapidly inform financial institutions,2022-09-25,1,0,1,0,0,0,0,1,1,,[3655.04003906],,,,ללא שינוי,ללא שינוי
Darktrace shares slump after takeover talks collapse,2022-09-08,0,0,0,0,0,1,0,1,1,[4006.17993164],[4067.36010742],[3901.35009766],[61.18017578],[-104.82983398],עלייה,ירידה
‘Toxic’: Darktrace’s future clouded by concerns over culture and fraud case,2022-09-07,1,0,0,0,0,0,0,1,1,[3979.87011719],[4006.17993164],[3946.01000977],[26.30981445],[-33.86010742],עלייה,ירידה
"US added 315,000 jobs in August as strong market defies signs of worsening economy",2022-09-02,1,0,0,0,0,0,0,1,1,[3924.26000977],,[4067.36010742],,[143.10009766],ללא שינוי,עלייה
Fragile state of UK economy scrutinised as nation mourns,2022-09-11,1,0,0,0,0,0,0,1,1,,[4110.41015625],,,,ללא שינוי,ללא שינוי
How Kwasi Kwarteng’s mini-budget hit UK economy – in numbers,2022-09-30,1,0,1,0,0,1,0,1,1,[3585.62011719],,[3639.65991211],,[54.03979492],ללא שינוי,עלייה
Labour focuses on spelling out alternative vision for the economy,2022-09-25,1,0,0,0,0,0,0,1,1,,[3655.04003906],,,,ללא שינוי,ללא שינוי
Kwarteng: UK economy must expect more tax cuts and deregulation,2022-09-25,1,0,1,0,0,0,0,1,1,,[3655.04003906],,,,ללא שינוי,ללא שינוי
TikTok tightens policies around political issues in run-up to US midterms,2022-09-21,0,0,0,0,0,0,0,1,0,[3789.92993164],[3757.98999023],[3719.04003906],[-31.93994141],[-70.88989258],ירידה,ירידה
Cryptic crosswords for beginners: a little bit of politics,2022-09-19,0,0,0,0,0,0,0,0,0,[3899.88989258],[3855.92993164],[3655.04003906],[-43.95996094],[-244.84985352],ירידה,ירידה
Carolee Schneemann: Body Politics; Marcus Coates: The Directors – review,2022-09-11,1,0,1,1,0,0,0,1,0,,[4110.41015625],,,,ללא שינוי,ללא שינוי
King Charles’s endless meddling in architectural politics has accomplished nothing | Phineas Harper,2022-09-21,0,0,1,0,0,1,0,1,1,[3789.92993164],[3757.98999023],[3719.04003906],[-31.93994141],[-70.88989258],ירידה,ירידה
"With Liz Truss’s wild energy gamble, big politics is back | Gaby Hinsliff",2022-09-09,1,0,0,0,0,0,0,1,1,[4067.36010742],,[3873.33007812],,[-194.0300293],ללא שינוי,ירידה
"Far-right group discussed killing Argentina’s vice-president, court hears",2022-09-15,1,0,1,0,0,0,0,1,1,[3901.35009766],[3873.33007812],[3757.98999023],[-28.02001953],[-143.36010742],ירידה,ירידה
Ex-president demands inquiry into Marshall Islands ‘mini-state plot’,2022-09-08,0,0,1,0,0,0,0,1,1,[4006.17993164],[4067.36010742],[3901.35009766],[61.18017578],[-104.82983398],עלייה,ירידה
"China using ‘cognitive warfare’ to intimidate Taiwan, says president Tsai",2022-09-07,1,0,1,0,0,0,0,1,1,[3979.87011719],[4006.17993164],[3946.01000977],[26.30981445],[-33.86010742],עלייה,ירידה
Chile’s president reveals changes to senior team after constitution failure,2022-09-06,0,0,0,0,0,1,0,1,1,[3908.18994141],[3979.87011719],[3932.68994141],[71.68017578],[24.5],עלייה,עלייה
President Biden finally is sounding the alarm about democracy. Good | Thomas Zimmer,2022-09-10,1,1,1,0,0,1,0,1,1,,,,,,ללא שינוי,ללא שינוי
US supreme court backs Black voters challenging Georgia election rules,2022-08-20,0,1,0,1,0,0,0,1,0,,,,,,ללא שינוי,ללא שינוי
"Election lies pose physical threat to US poll workers, House report warns",2022-08-11,1,0,1,0,0,0,0,1,1,[4207.27001953],[4280.14990234],[4283.74023438],[72.87988281],[76.47021484],עלייה,עלייה
Rightwing sheriffs’ groups ramp up drives to monitor US midterm elections,2022-08-17,1,0,1,0,0,0,0,1,1,[4274.04003906],[4283.74023438],[4140.77001953],[9.70019531],[-133.27001953],עלייה,ירידה
Election denialism remains powerful in Republican politics | The fight to vote,2022-08-04,1,0,1,0,0,0,0,1,1,[4151.93994141],[4145.18994141],[4207.27001953],[-6.75],[55.33007812],ירידה,עלייה
Angola’s incumbent claims election lead amid rising tensions,2022-08-25,1,0,1,0,0,0,0,1,1,[4199.12011719],[4057.65991211],[3966.85009766],[-141.46020508],[-232.27001953],ירידה,ירידה
Count for Kenya’s presidential election enters fourth day,2022-08-12,1,0,1,0,0,1,0,1,0,[4280.14990234],,[4228.47998047],,[-51.66992188],ללא שינוי,ירידה
William Ruto declared winner of Kenya presidential election amid dispute,2022-08-15,1,0,1,1,0,0,0,1,1,[4297.14013672],[4305.20019531],[4137.99023438],[8.06005859],[-159.14990234],עלייה,ירידה
FBI searched Trump’s home seeking classified presidential records – sources,2022-08-10,1,0,1,0,0,0,0,1,1,[4210.24023438],[4207.27001953],[4274.04003906],[-2.97021484],[63.79980469],ירידה,עלייה
Brazil’s presidential campaign launches amid fears of violence and upheaval,2022-08-16,1,0,0,0,0,0,0,1,1,[4305.20019531],[4274.04003906],[4128.72998047],[-31.16015625],[-176.47021484],ירידה,ירידה
FBI was seeking classified presidential records at Trump’s home | First Thing,2022-08-10,1,0,1,0,0,0,0,1,1,[4210.24023438],[4207.27001953],[4274.04003906],[-2.97021484],[63.79980469],ירידה,עלייה
Republican candidates who deny 2020 election results win key primaries,2022-08-03,1,0,1,0,0,0,0,1,1,[4155.16992188],[4151.93994141],[4210.24023438],[-3.22998047],[55.0703125],ירידה,עלייה
Kenya opposition leader files court challenge to election result,2022-08-22,1,0,1,0,1,0,0,1,1,[4137.99023438],[4128.72998047],[4030.61010742],[-9.26025391],[-107.38012695],ירידה,ירידה
Kenya opposition leader rejects election result as ‘null and void’,2022-08-16,1,0,1,0,0,0,0,1,1,[4305.20019531],[4274.04003906],[4128.72998047],[-31.16015625],[-176.47021484],ירידה,ירידה
Progressives bullish despite mixed results in Democratic primaries,2022-08-06,0,1,1,0,0,0,0,1,1,,,,,,ללא שינוי,ללא שינוי
Calls for watchdog to investigate delays to BTec results,2022-08-25,0,0,1,0,0,1,0,1,1,[4199.12011719],[4057.65991211],[3966.85009766],[-141.46020508],[-232.27001953],ירידה,ירידה
Angolans go to polls in most competitive election in decades,2022-08-24,1,1,1,0,0,0,0,1,1,[4140.77001953],[4199.12011719],[3955.],[58.35009766],[-185.77001953],עלייה,ירידה
Kansas abortion referendum drives record number of voters to polls,2022-08-03,0,1,1,0,0,0,0,1,1,[4155.16992188],[4151.93994141],[4210.24023438],[-3.22998047],[55.0703125],ירידה,עלייה
Strength in Numbers by G Elliot Morris review – why polls matter,2022-08-10,0,0,1,0,0,0,0,1,0,[4210.24023438],[4207.27001953],[4274.04003906],[-2.97021484],[63.79980469],ירידה,עלייה
Kenyans go to polls against backdrop of soaring cost of living,2022-08-09,1,1,1,0,0,1,1,1,1,[4122.47021484],[4210.24023438],[4305.20019531],[87.77001953],[182.72998047],עלייה,עלייה
Brazilians fear return to dictatorship as ‘deranged’ Bolsonaro trails in polls,2022-08-09,1,0,1,0,0,0,0,1,1,[4122.47021484],[4210.24023438],[4305.20019531],[87.77001953],[182.72998047],עלייה,עלייה
China-Taiwan tensions: how worried should we be about military conflict?,2022-08-04,1,0,0,0,0,0,0,1,1,[4151.93994141],[4145.18994141],[4207.27001953],[-6.75],[55.33007812],ירידה,עלייה
The west cannot dissociate itself from the conflict in Ukraine | Letters,2022-08-05,1,0,1,0,0,0,0,1,1,[4145.18994141],,[4280.14990234],,[134.95996094],ללא שינוי,עלייה
Joe Biden announces $3bn in fresh Ukraine military aid,2022-08-24,0,1,0,0,1,0,1,1,1,[4140.77001953],[4199.12011719],[3955.],[58.35009766],[-185.77001953],עלייה,ירידה
Thursday briefing: The weeks that could decide fate of Ukraine conflict,2022-08-11,1,0,0,0,0,1,0,1,1,[4207.27001953],[4280.14990234],[4283.74023438],[72.87988281],[76.47021484],עלייה,עלייה
"Russia to stage ‘provocation’ at nuclear plant, warns Ukrainian military",2022-08-18,1,0,0,0,0,0,0,1,1,[4283.74023438],[4228.47998047],[4199.12011719],[-55.26025391],[-84.62011719],ירידה,ירידה
"FBI sought national defense documents at Trump’s Mar-a-Lago, affidavit shows",2022-08-26,1,0,1,0,0,0,0,1,1,[4057.65991211],,[3924.26000977],,[-133.39990234],ללא שינוי,ירידה
US universities have become arms of the defense industry. This isn’t healthy | Indigo Olivier,2022-08-18,0,0,1,0,0,1,0,1,1,[4283.74023438],[4228.47998047],[4199.12011719],[-55.26025391],[-84.62011719],ירידה,ירידה
‘It’s heartbreaking’: England’s school leaders on budget shortfalls,2022-08-29,1,0,1,0,0,1,0,1,1,[4030.61010742],[3986.15991211],,[-44.45019531],,ירידה,ללא שינוי
"England’s housing strategy would blow entire carbon budget, says study",2022-08-22,1,0,0,0,0,1,0,1,1,[4137.99023438],[4128.72998047],[4030.61010742],[-9.26025391],[-107.38012695],ירידה,ירידה
China resumes military drills off Taiwan after shelving US talks,2022-08-08,1,0,1,0,0,0,0,1,1,[4140.06005859],[4122.47021484],[4297.14013672],[-17.58984375],[157.08007812],ירידה,עלייה
China sanctions Taiwan officials and stages new military drills after US lawmakers’ Taipei visit,2022-08-16,1,0,1,0,0,0,0,1,1,[4305.20019531],[4274.04003906],[4128.72998047],[-31.16015625],[-176.47021484],ירידה,ירידה
US and South Korea begin largest military drills for years as North ramps up tensions,2022-08-22,1,0,1,0,0,0,0,1,1,[4137.99023438],[4128.72998047],[4030.61010742],[-9.26025391],[-107.38012695],ירידה,ירידה
Joe Biden announces $3bn in fresh Ukraine military aid,2022-08-24,0,1,0,0,1,0,1,1,1,[4140.77001953],[4199.12011719],[3955.],[58.35009766],[-185.77001953],עלייה,ירידה
Zaporizhzhia nuclear plant partly reconnected to Ukraine grid,2022-08-26,1,1,1,0,0,0,0,1,1,[4057.65991211],,[3924.26000977],,[-133.39990234],ללא שינוי,ירידה
Sizewell C nuclear plant approval faces legal challenge,2022-08-08,1,0,1,0,0,0,0,1,1,[4140.06005859],[4122.47021484],[4297.14013672],[-17.58984375],[157.08007812],ירידה,עלייה
Impact of war on Zaporizhzhia nuclear plant – visual guide,2022-08-26,1,0,1,0,0,0,0,1,1,[4057.65991211],,[3924.26000977],,[-133.39990234],ללא שינוי,ירידה
Russia blocks UN nuclear treaty agreement over Zaporizhzhia clause,2022-08-27,1,0,1,0,0,1,0,1,1,,,,,,ללא שינוי,ללא שינוי
Shelling temporarily disconnects Zaporizhzhia nuclear plant from Ukraine grid,2022-08-25,1,0,1,0,0,0,0,1,1,[4199.12011719],[4057.65991211],[3966.85009766],[-141.46020508],[-232.27001953],ירידה,ירידה
US House passes Democrats’ landmark healthcare and climate bill,2022-08-12,0,1,1,1,0,0,1,1,1,[4280.14990234],,[4228.47998047],,[-51.66992188],ללא שינוי,ירידה
John Oliver: US mental healthcare ‘almost designed to prevent people from accessing it’,2022-08-01,0,0,1,0,0,1,0,1,1,[4118.62988281],[4091.18994141],[4140.06005859],[-27.43994141],[21.43017578],ירידה,עלייה
Facing the uncomfortable possibility that healthcare is discriminatory,2022-08-28,1,0,1,0,0,1,0,1,0,,[4030.61010742],,,,ללא שינוי,ללא שינוי
Senate passes $739bn healthcare and climate bill | First Thing,2022-08-08,0,1,1,0,0,0,0,1,1,[4140.06005859],[4122.47021484],[4297.14013672],[-17.58984375],[157.08007812],ירידה,עלייה
Senate passes $739bn healthcare and climate bill after months of wrangling,2022-08-07,0,1,1,1,0,0,0,1,1,,[4140.06005859],,,,ללא שינוי,ללא שינוי
FDA authorizes Covid-19 booster shots retooled to tackle Omicron subvariants,2022-08-31,1,1,0,0,0,0,0,1,1,[3955.],[3966.85009766],[3979.87011719],[11.85009766],[24.87011719],עלייה,עלייה
Angela Rasmussen on Covid-19: ‘This origins discussion is the worst thing about Twitter’,2022-08-13,1,0,1,0,0,1,0,1,1,,,,,,ללא שינוי,ללא שינוי
Corrections and clarifications,2022-08-24,0,0,0,0,0,0,0,1,0,[4140.77001953],[4199.12011719],[3955.],[58.35009766],[-185.77001953],עלייה,ירידה
Instagram and Facebook suspend Robert Kennedy Jr’s anti-vaccine group,2022-08-18,1,0,1,0,0,0,0,1,1,[4283.74023438],[4228.47998047],[4199.12011719],[-55.26025391],[-84.62011719],ירידה,ירידה
Biden bounces back: Inside 19 August Guardian Weekly ,2022-08-17,1,1,1,0,0,1,0,1,1,[4274.04003906],[4283.74023438],[4140.77001953],[9.70019531],[-133.27001953],עלייה,ירידה
Cineworld preparing to file for bankruptcy after pandemic rout,2022-08-19,1,0,0,0,0,1,0,1,1,[4228.47998047],,[4057.65991211],,[-170.82006836],ללא שינוי,ירידה
Covid inquiry to examine how Boris Johnson’s cabinet handled pandemic,2022-08-31,0,0,1,0,0,1,0,1,0,[3955.],[3966.85009766],[3979.87011719],[11.85009766],[24.87011719],עלייה,עלייה
"As Americans ditch Covid measures, pandemic worsens for the vulnerable",2022-08-30,1,0,1,0,0,1,0,1,1,[3986.15991211],[3955.],[3908.18994141],[-31.15991211],[-77.9699707],ירידה,ירידה
Gordon Ramsay’s restaurant group reports £12m in pandemic losses,2022-08-04,1,0,0,0,0,0,0,1,1,[4151.93994141],[4145.18994141],[4207.27001953],[-6.75],[55.33007812],ירידה,עלייה
Camping Trip review – pandemic lakeside R&R becomes operatic bloodbath,2022-08-15,1,0,0,0,0,0,0,1,0,[4297.14013672],[4305.20019531],[4137.99023438],[8.06005859],[-159.14990234],עלייה,ירידה
"Australia secures 450,000 doses of monkeypox vaccine",2022-08-04,1,1,0,0,1,0,0,1,1,[4151.93994141],[4145.18994141],[4207.27001953],[-6.75],[55.33007812],ירידה,עלייה
Dual-variant Covid vaccine approved for UK booster programme,2022-08-15,1,1,0,0,0,0,0,1,1,[4297.14013672],[4305.20019531],[4137.99023438],[8.06005859],[-159.14990234],עלייה,ירידה
Four anti-vaccine protesters sentenced for threatening BBC’s Nick Watt,2022-08-30,1,0,1,0,0,0,0,1,1,[3986.15991211],[3955.],[3908.18994141],[-31.15991211],[-77.9699707],ירידה,ירידה
Biden administration to distribute extra 1.8m monkeypox vaccine doses,2022-08-18,1,1,1,0,0,0,0,1,0,[4283.74023438],[4228.47998047],[4199.12011719],[-55.26025391],[-84.62011719],ירידה,ירידה
Instagram and Facebook suspend Robert Kennedy Jr’s anti-vaccine group,2022-08-18,0,0,1,0,0,0,0,1,1,[4283.74023438],[4228.47998047],[4199.12011719],[-55.26025391],[-84.62011719],ירידה,ירידה
Mental health resources: how universities are supporting students,2022-08-15,1,1,0,0,1,0,0,1,0,[4297.14013672],[4305.20019531],[4137.99023438],[8.06005859],[-159.14990234],עלייה,ירידה
The drugs don’t work (and other mental health myths),2022-08-07,0,1,0,0,0,1,0,1,0,,[4140.06005859],,,,ללא שינוי,ללא שינוי
Fears A-level grade crackdown could harm pupils’ mental health,2022-08-12,1,0,0,0,0,0,0,1,1,[4280.14990234],,[4228.47998047],,[-51.66992188],ללא שינוי,ירידה
His dark materials: the bush noir that grapples with mental health,2022-08-16,1,0,1,0,0,1,0,1,0,[4305.20019531],[4274.04003906],[4128.72998047],[-31.16015625],[-176.47021484],ירידה,ירידה
"Children more candid about mental health when talking to robot, study finds",2022-08-31,0,1,0,0,1,0,0,1,0,[3955.],[3966.85009766],[3979.87011719],[11.85009766],[24.87011719],עלייה,עלייה
How to tackle the UK cost of living crisis – the main economic ideas,2022-08-21,1,0,1,0,0,0,0,1,1,,[4137.99023438],,,,ללא שינוי,ללא שינוי
The threat of economic crisis could yet turn the tide in Rishi Sunak’s favour | Gaby Hinsliff,2022-08-04,1,0,0,0,0,1,0,1,1,[4151.93994141],[4145.18994141],[4207.27001953],[-6.75],[55.33007812],ירידה,עלייה
Factories bearing the brunt of UK economic slowdown,2022-08-23,1,0,0,0,0,0,0,1,1,[4128.72998047],[4140.77001953],[3986.15991211],[12.04003906],[-142.57006836],עלייה,ירידה
The Observer view on the Tory party leaving Britons to face the economic crisis alone | Observer editorial,2022-08-07,1,0,1,0,0,1,0,1,1,,[4140.06005859],,,,ללא שינוי,ללא שינוי
Kenya election: shifting alliances and economic woe to fore,2022-08-08,1,0,1,0,0,1,0,1,1,[4140.06005859],[4122.47021484],[4297.14013672],[-17.58984375],[157.08007812],ירידה,עלייה
Stock answer to 50kg marrow question | Brief letters,2022-08-26,0,1,1,1,0,0,0,0,0,[4057.65991211],,[3924.26000977],,[-133.39990234],ללא שינוי,ירידה
How to turn spent corn cobs into stock – recipe | Waste not,2022-08-13,0,0,0,0,0,0,0,0,0,,,,,,ללא שינוי,ללא שינוי
Stock horror as lost Oxo cubes ruin camping trip | Brief letters,2022-08-07,1,0,0,0,0,0,0,1,0,,[4140.06005859],,,,ללא שינוי,ללא שינוי
AMC stocks drop sharply as investors sour on ‘meme-stock’ rally,2022-08-22,1,0,0,0,0,0,0,1,1,[4137.99023438],[4128.72998047],[4030.61010742],[-9.26025391],[-107.38012695],ירידה,ירידה
